"entrezgene","sample_1","sample_2","sample_3"
13098,0,0,0
13099,3,0,0
13101,2,0,2
13105,2,0,6
13106,1162,473,678
13107,6,0,2
13108,1,0,0
13109,1,1,2
13110,92,33,52
13112,1,0,0
13113,3,0,0
13114,4,0,0
13115,14,5,0
13116,20,10,18
13117,7,0,0
13118,1,0,0
13119,5,4,0
13120,4,4,4
13121,853,155,252
13122,1,1,4
13123,140,52,91
13124,1,0,0
13131,82,32,31
13132,1968,1073,1484
13134,20,34,27
13135,327,242,228
13136,123,34,90
13137,38,5,26
13138,668,513,325
13139,122,35,53
13142,1,0,0
13143,15,4,3
13144,27,47,30
13162,6,1,2
13163,273,57,55
13164,2,0,2
13166,0,0,0
13167,501,164,232
13168,3,0,0
13169,305,209,181
13170,20,39,30
13171,418,249,296
13172,4,0,0
13175,704,171,239
13176,498,556,599
13177,127,73,91
13178,105,52,112
13179,264,214,707
13180,9,6,5
13184,2,0,0
13185,119,47,72
13190,0,2,0
13191,206,198,120
13193,154,83,106
13194,1429,1133,1143
13195,11,5,6
13196,1276,456,474
13197,8,1,3
13198,132,84,89
13199,9,0,0
13200,845,404,423
13202,37,37,69
13204,1291,354,725
13205,3530,434,1006
13206,2,0,0
13207,2836,783,1927
13209,1778,707,981
13211,1821,428,789
13214,0,0,0
13215,0,0,0
13218,0,0,0
13226,0,0,0
13236,0,0,0
13237,0,0,0
13239,0,0,0
13244,364,141,242
13340,26,26,27
13345,40,46,31
13346,18,10,4
13347,196,98,59
13349,104,30,29
13350,203,144,135
13353,106,53,52
13356,444,235,235
13358,86,81,70
13360,272,104,80
13361,295,50,121
13363,1,12,1
13367,181,86,88
13368,52,12,23
13370,1,0,0
13371,186,11,24
13380,7,63,96
13382,599,91,270
13383,535,160,337
13384,35,11,13
13385,455,306,119
13386,1155,1280,911
13388,14,4,5
13389,3,2,0
13390,285,85,105
13392,32,43,44
13393,4,1,0
13394,2,0,0
13395,78,17,35
13396,15,2,1
13397,4,0,0
13400,119,81,43
13401,223,225,117
13404,15,6,1
13405,1178,282,324
13406,2,0,0
13409,3,4,5
13411,192,72,88
13417,64,20,28
13418,1005,425,373
13419,72,86,56
13421,30,8,9
13423,470,429,494
13424,3864,1390,1305
13426,27,8,12
13427,816,217,346
13429,1974,911,617
13430,508,367,279
13433,1514,478,578
13434,32,34,19
13435,2866,1135,1207
13436,101,49,64
13437,62,120,103
13445,1602,965,820
13446,131,172,118
13447,172,83,36
13448,7,3,3
13449,17,18,27
13476,553,158,192
13478,183,155,123
13479,7,1,2
13480,24,27,25
13481,123,87,76
13482,5,68,72
13483,42,43,26
13486,90,40,113
13487,0,0,0
13488,1,0,2
13489,4,4,0
13490,0,0,0
13491,4,4,2
13492,0,0,0
13494,356,145,231
13495,196,150,101
13496,85,37,33
13497,328,162,140
13498,1136,606,291
13505,2,0,0
13506,12,0,1
13507,8,1,2
13508,7,0,0
13510,5,0,0
13511,30,12,14
13512,152,56,48
13516,4,0,0
13518,2239,562,730
13521,141,71,53
13522,474,603,746
13524,0,0,0
13525,0,0,0
13526,0,0,0
13527,151,58,104
13528,186,148,139
13529,0,0,0
13531,353,35,37
13532,0,0,0
13537,11,12,10
13542,124,83,74
13543,557,339,295
13544,1036,464,309
13548,829,348,381
13549,75,80,46
13555,5518,1281,1358
13557,235,138,159
13559,103,44,150
13560,212,85,85
13586,0,0,0
13587,0,0,0
13589,1597,1368,1835
13590,1,0,0
13591,364,178,191
13592,14,9,20
13593,445,126,167
13595,17,5,18
13599,1,1,2
13601,59,27,5
13602,916,165,213
13603,19,13,2
13605,159,50,131
13607,215,103,125
13608,4,0,3
13609,208,78,87
13610,1717,1307,921
13611,117,106,140
13612,74,40,47
13614,27,0,3
13615,0,0,0
13616,175,36,77
13617,1130,653,517
13618,217,58,85
13619,873,400,263
13626,289,53,167
13627,23242,8977,14242
13628,6,0,0
13629,8581,4603,3729
13631,54,70,38
13636,48,50,48
13637,67,90,43
13638,15,2,7
13639,306,107,66
13640,449,248,316
13641,400,357,224
13642,921,447,457
13643,213,277,115
13644,120,155,94
13645,62,7,10
13646,19,0,0
13648,1,0,0
13649,801,263,260
13650,61,97,39
13653,112,62,19
13654,23,0,1
13655,15,1,7
13656,1,0,0
13660,180,119,113
13661,6,0,4
13663,323,147,176
13664,635,117,364
13665,856,142,299
13666,89,63,82
13667,108,69,62
13669,6192,399,1649
13680,811,310,244
13681,1806,954,1168
13682,2353,526,1662
13684,860,263,512
13685,85,58,50
13688,595,545,318
13690,10804,2765,5062
13706,1,0,0
13709,204,172,262
13710,1,0,0
13711,11,1,1
13712,355,225,228
13713,866,355,348
13714,623,263,350
13716,165,77,72
13717,569,667,600
13722,246,54,121
13723,63,16,30
13726,324,218,193
13728,254,326,197
13730,1050,415,620
13731,382,493,500
13732,116,134,120
13733,41,21,16
13796,0,0,0
13797,5,0,2
13798,1,6,2
13799,0,1,6
13800,762,159,188
13801,5,0,0
13803,449,209,223
13804,98,86,75
13805,301,187,92
13806,190,93,92
13807,97,67,82
13808,49,26,23
13809,220,62,120
13813,22,77,51
13819,730,188,158
13821,647,347,243
13822,2401,603,1042
13823,1750,590,668
13824,90,36,31
13828,13,11,10
13829,17,23,18
13830,78,51,57
13831,866,207,309
13835,43,41,27
13836,19,12,16
13837,3515,1074,892
13838,2141,631,900
13839,202,89,110
13840,4,0,0
13841,4096,659,1127
13842,2,1,1
13844,437,320,219
13845,951,330,216
13846,563,685,430
13848,50,127,54
13849,5,3,11
13850,19,8,22
13852,112,85,74
13853,27,12,12
13854,171,151,85
13855,266,114,127
13856,6,0,2
13857,11,15,4
13858,303,139,233
13859,784,461,396
13860,289,157,169
13861,2,0,0
13863,0,0,0
13864,36,49,32
13865,192,146,150
13866,520,402,244
13867,42,23,7
13869,0,7,7
13870,145,69,77
13871,30,74,40
13872,164,99,94
13874,0,0,0
13875,150,201,91
13876,246,29,47
13877,502,250,500
13884,5,0,0
13885,345,163,227
13897,1,0,0
13909,1,0,0
13924,201,189,134
13929,307,186,240
13972,63,44,37
13982,1,1,5
13983,24,31,45
13984,1,0,0
13990,493,113,266
13992,459,84,122
13998,150,41,53
13999,1722,492,1491
14000,747,295,311
14004,1040,455,832
14007,207,69,113
14008,0,0,0
14009,63,21,43
14011,380,176,172
14012,1,4,2
14013,185,27,43
14017,22,16,25
14020,690,166,390
14025,190,104,82
14026,795,375,333
14027,45,60,35
14028,0,0,0
14029,0,0,0
14030,3559,1458,1641
14038,0,0,0
14042,636,249,312
14043,976,720,493
14048,143,46,108
14049,16,11,2
14050,462,181,133
14051,787,147,256
14055,312,106,136
14056,1150,172,521
14057,276,170,218
14058,64,326,510
14060,2,0,0
14061,7,5,1
14062,793,337,396
14063,20,9,7
14064,51,12,14
14065,11,2,5
14066,23,15,12
14067,16,6,6
14068,3,0,1
14069,140,19,32
14070,6,6,8
14071,1,1,0
14073,2,1,3
14077,21,8,6
14079,0,0,0
14080,0,0,0
14081,161,52,73
14082,1139,1335,1598
14083,539,192,270
14084,248,106,142
14085,9,9,5
14086,665,512,349
14087,102,90,79
14088,90,70,70
14089,61,21,104
14102,8,15,40
14103,1,0,0
14104,860,1112,584
14105,886,239,495
14106,0,1,0
14107,5840,3201,2842
14109,1034,589,872
14113,473,248,283
14114,622,408,262
14115,2040,1463,1021
14118,2626,1361,1415
14119,6785,4515,4333
14120,0,0,0
14121,2,0,4
14123,230,253,160
14125,0,0,0
14126,0,0,0
14127,78,55,70
14128,28,251,329
14129,22,0,11
14130,12,7,13
14131,20,8,35
14132,139,106,140
14133,3,1,0
14134,1,0,0
14137,762,177,177
14148,80,44,61
14149,33,16,18
14151,402,177,246
14154,411,207,161
14155,1482,358,682
14156,80,31,30
14158,260,94,117
14159,45,47,39
14160,348,474,516
14161,1,0,0
14163,277,208,144
14164,14,4,3
14165,107,51,89
14166,82,21,19
14167,5,3,4
14168,143,24,41
14169,9,3,2
14170,9,0,0
14171,1,0,0
14172,55,39,34
14173,28,7,10
14174,2,0,0
14175,0,0,0
14176,845,162,227
14177,0,0,0
14178,40,28,64
14179,0,0,0
14180,142,47,57
14181,2,0,0
14182,1692,1510,882
14183,1228,249,399
14184,52,34,33
14186,20,4,10
14187,50,10,27
14190,2,2,11
14191,3,1,1
14194,339,77,142
14198,8,8,6
14199,235,161,150
14200,18,6,40
14201,152,154,127
14202,6,13,5
14204,21,12,0
14205,34,19,14
14208,493,185,204
14211,1255,157,494
14218,1980,1076,974
14219,90,47,48
14221,19,27,15
14225,2788,1006,1061
14226,26,10,20
14227,112,58,62
14228,1137,495,607
14229,123,38,37
14230,480,531,374
14231,108,26,88
14232,239,231,207
14233,3,0,0
14234,14,5,8
14235,736,451,285
14236,124,61,101
14237,0,0,0
14238,319,388,353
14239,0,0,0
14240,0,0,0
14241,157,781,889
14245,46,31,4
14247,323,111,105
14248,594,303,236
14251,129,66,99
14252,131,150,96
14254,455,166,101
14255,2,0,0
14256,8,7,10
14257,327,172,129
14260,44,9,28
14261,346,52,79
14262,1,0,0
14263,28,6,11
14264,68,144,164
14265,516,97,265
14266,873,210,219
14268,9434,5331,4429
14269,912,373,381
14270,665,361,308
14272,554,130,229
